CLAVE      | MENSAJE DECODIFICADO      | ESTADO
PRME       | UOQUEUI                   | 
PRMA       | MPTCSUD                   | 
PRMO       | CULDUNU                   | 
PRML       | LNNQRDL                   | 
PRMS       | PASDQYU                   | 
PRMN       | TEDUCRA                   | 
PRMD       | EUMYCTC                   | 
PRMR       | MELDMPP                   | 
PRMU       | PMQIASE                   | 
PRMI       | RNSDLMA                   | 
PRMT       | ASUYRCE                   | 
PRMC       | PPECSIP                   | 
PRMP       | CDQDQPI                   | 
PRMM       | ODSYIPL                   | 
PRMY       | USLUYYA                   | 
PRMQ       | RLAIPPQ                   | 
PRYE       | UDYQUMC                   | 
PRYA       | PQDAYES                   | 
PRYO       | EEUNOSS                   | 
PRYL       | TPTTETC                   | 
PRYS       | UMYRUMM                   | 
PRYN       | OYTCDAS                   | 
PRYD       | UETTYLM                   | 
PRYR       | NINRDOC                   | 
PRYU       | EPIYPER                   | 
PRYI       | UAPCTSO                   | 
PRYT       | YYULMCA                   | 
PRYC       | LEPATQU                   | 
PRYP       | UEOAYSY                   | 
PRYM       | OOORUDA                   | 
PRYY       | CCLEPAS                   | 
PRYQ       | UDTUARQ                   | 
PRQE       | ARCQILA                   | 
PRQA       | QADYPMA                   | 
PRQO       | YMQRNSN                   | 
PRQL       | MTNLMIU                   | 
PRQS       | MANPICC                   | 
PRQN       | ENQCCOO                   | 
PRQD       | YLPSALP                   | 
PRQR       | NDMCNAI                   | 
PRQU       | CLTATON                   | 
PRQI       | LNESEUP                   | 
PRQT       | SQQQUMQ                   | 
PRQC       | DMTMMLS                   | 
PRQP       | QCYDMOM                   | 
PRQM       | MQTSNRN                   | 
PRQY       | YQDYLUO                   | 
PRQQ       | MPRAIPC                   | 
PUEE       | TYQSRNA                   | 
PUEA       | TCOTCNN                   | 
PUEO       | OYTPEPD                   | 
PUEL       | QNUAOOI                   | 
PUES       | DNCTCRY                   | 
PUEN       | IUCULED                   | 
PUED       | DNOPLAC                   | 
PUER       | DARYLUT                   | 
PUEU       | OOUMCCA                   | 
PUEI       | TCLLQOY                   | 
PUET       | QMPELCE                   | 
PUEC       | RDNTNMC                   | 
PUEP       | RMDETIS                   | 
PUEM       | DYLEIEQ                   | 
PUEY       | DLQCSYU                   | 
PUEQ       | EOYYSRY                   | 
PUAE       | MUQMNPP                   | 
PUAA       | LTNQYQY                   | 
PUAO       | IAYLPDT                   | 
PUAL       | YLALEPA                   | 
PUAS       | CLCIYTC                   | 
PUAN       | MYUOPMR                   | 
PUAD       | NMNRAIR                   | 
PUAR       | DETISDP                   | 
PUAU       | IPMSDCQ                   | 
PUAI       | MUIENLC                   | 
PUAT       | NDOCLCQ                   | 
PUAC       | TNCPECR                   | 
PUAP       | LDUNNID                   | 
PUAM       | PNLEUMO                   | 
PUAY       | TLSADMC                   | 
PUAQ       | IQPSNUL                   | 
PUOE       | PUYUUEL                   | 
PUOA       | UNIUUAY                   | 
PUOO       | RIPELQM                   | 
PUOL       | CNMUPRE                   | 
PUOS       | OAITPTE                   | 
PUON       | LQDLIES                   | 
PUOD       | NMDSSSY                   | 
PUOR       | SYCAMCO                   | 
PUOU       | MDPDNQL                   | 
PUOI       | RAIAOUM                   | 
PUOT       | OAIUDQN                   | 
PUOC       | SMPTLSP                   | 
PUOP       | RRUUIIC                   | 
PUOM       | CCAPNDR                   | 
PUOY       | IIMNUYR                   | 
PUOQ       | RCANQTI                   | 
PULE       | DMAETER                   | 
PULA       | IDRMTLT                   | 
PULO       | LLURUMO                   | 
PULL       | NRNYEUT                   | 
PULS       | YNOUPAI                   | 
PULN       | QPINPIO                   | 
PULD       | OTDTTQL                   | 
PULR       | YNCIDNL                   | 
PULU       | UPODOEM                   | 
PULI       | ECOOYCI                   | 
PULT       | CPUSNYS                   | 
PULC       | CEAUOID                   | 
PULP       | SCTAOYC                   | 
PULM       | RCLPLMM                   | 
PULY       | ODUCCDU                   | 
PULQ       | QELYLAC                   | 
PUSE       | MNUPCDQ                   | 
PUSA       | ENAYNOY                   | 
PUSO       | DUDULUO                   | 
PUSL       | TPEQRYN                   | 
PUSS       | YPESACR                   | 
PUSN       | PEIMUTC                   | 
PUSD       | SPARDPT                   | 
PUSR       | RIPCIIU                   | 
PUSU       | TDCPSPM                   | 
PUSI       | TULIUML                   | 
PUST       | QNROLMO                   | 
PUSC       | MIPECSM                   | 
PUSP       | NLPQYNI                   | 
PUSM       | ONPUAYM                   | 
PUSY       | YIQYTLU                   | 
PUSQ       | YPNTMLA                   | 
PUNE       | MNYOALR                   | 
PUNA       | QNENNUC                   | 
PUNO       | YQPMCOU                   | 
PUNL       | QOTAAQU                   | 
PUNS       | ANRTUSE                   | 
PUNN       | UASCCON                   | 
PUND       | UNOPPNA                   | 
PUNR       | ONMEYEO                   | 
PUNU       | MLEDPNO                   | 
PUNI       | YCEQQNI                   | 
PUNT       | SYDSLLL                   | 
PUNC       | DLCUMMI                   | 
PUNP       | YEOYIID                   | 
PUNM       | ANEISIU                   | 
PUNY       | ANYIISY                   | 
PUNQ       | NIOYSUD                   | 
PUDE       | TUOOONE                   | 
PUDA       | QNLEYTD                   | 
PUDO       | AUTQIPI                   | 
PUDL       | EYLYINE                   | 
PUDS       | QLSMSMP                   | 
PUDN       | QIDNNIP                   | 
PUDD       | SEEPDNO                   | 
PUDR       | DPEEYLP                   | 
PUDU       | CCSYYRS                   | 
PUDI       | TLCYQII                   | 
PUDT       | QRMNPIR                   | 
PUDC       | MNMPLIO                   | 
PUDP       | MPNMPYD                   | 
PUDM       | ULSIRSA                   | 
PUDY       | ALALPEL                   | 
PUDQ       | EMMSICN                   | 
PURE       | IUTCNOL                   | 
PURA       | YNQDEQS                   | 
PURO       | MTTMMMC                   | 
PURL       | QNOIPOR                   | 
PURS       | UCDQSDL                   | 
PURN       | ADQUTCA                   | 
PURD       | MOLOMRQ                   | 
PURR       | LMPQNNE                   | 
PURU       | PRQILMA                   | 
PURI       | QIULYAT                   | 
PURT       | SNYOLIE                   | 
PURC       | RIYIPES                   | 
PURP       | CAURUCC                   | 
PURM       | EEMYCUC                   | 
PURY       | APPSSCI                   | 
PURQ       | DNUCAMC                   | 
PUUE       | MTENSDO                   | 
PUUA       | MCMQQTT                   | 
PUUO       | YYEICCY                   | 
PUUL       | UPICRQU                   | 
PUUS       | IDRAERL                   | 
PUUN       | YDSTLOT                   | 
PUUD       | LRCNRUP                   | 
PUUR       | LEPTOLR                   | 
PUUU       | PNENELS                   | 
PUUI       | LNMPLIA                   | 
PUUT       | AQQCQDN                   | 
PUUC       | RUECIES                   | 
PUUP       | NMAPMCN                   | 
PUUM       | MDMTPOO                   | 
PUUY       | IDPLSPY                   | 
PUUQ       | CDMSOII                   | 
PUIE       | SSTLRLI                   | 
PUIA       | SOPAAMY                   | 
PUIO       | ULNTCUO                   | 
PUIL       | MNIDUUC                   | 
PUIS       | MNMPOSL                   | 
PUIN       | LUIQISI                   | 
PUID       | DQUCIAP                   | 
PUIR       | YLPUURI                   | 
PUIU       | ENYSPQY                   | 
PUII       | CISCNDC                   | 
PUIT       | LCTPYOQ                   | 
PUIC       | EOALECN                   | 
PUIP       | NLRETPQ                   | 
PUIM       | OOUAPIS                   | 
PUIY       | SNUTPYR                   | 
PUIQ       | NMMIAUN                   | 
PUTE       | MCISIOM                   | 
PUTA       | MDTQMQO                   | 
PUTO       | PADLUPQ                   | 
PUTL       | NUQDCDS                   | 
PUTS       | AUIEDYC                   | 
PUTN       | LUTDUMA                   | 
PUTD       | YCPCIAD                   | 
PUTR       | DITUTDO                   | 
PUTU       | LNYLEQN                   | 
PUTI       | RUEYDOL                   | 
PUTT       | NOPQDER                   | 
PUTC       | NQEANAQ                   | 
PUTP       | AMYTAOA                   | 
PUTM       | AQMNRAP                   | 
PUTY       | EYIUNEQ                   | 
PUTQ       | LDAIRNC                   | 
PUCE       | EINLEPO                   | 
PUCA       | AIQUUCS                   | 
PUCO       | UOYSDYO                   | 
PUCL       | LMPQMNE                   | 
PUCS       | OEUQTRO                   | 
PUCN       | YMLAURU                   | 
PUCD       | DDYRQOR                   | 
PUCR       | LELTLIN                   | 
PUCU       | LOMDLSS                   | 
PUCI       | MOYYDNS                   | 
PUCT       | TCCTNMN                   | 
PUCC       | DARYOLD                   | 
PUCP       | TLPUUCO                   | 
PUCM       | ELDOMSR                   | 
PUCY       | MADRILN                   | 
PUCQ       | SUTTEMD                   | 
PUPE       | EAYDPUP                   | 
PUPA       | CCUQPRS                   | 
PUPO       | MPQNUQL                   | 
PUPL       | TQRTLPM                   | 
PUPS       | ERUQMIA                   | 
PUPN       | YNTNRPS                   | 
PUPD       | IMOROUM                   | 
PUPR       | UQLDODS                   | 
PUPU       | YPPADCI                   | 
PUPI       | NQLCIMO                   | 
PUPT       | TAOUCYC                   | 
PUPC       | MMOEADP                   | 
PUPP       | PDCCURI                   | 
PUPM       | YRYSIYE                   | 
PUPY       | SRICNEL                   | 
PUPQ       | PNYMQCQ                   | 
PUME       | UDROLYO                   | 
PUMA       | STALOTE                   | 
PUMO       | DODSUDS                   | 
PUML       | NRIUYSS                   | 
PUMS       | MERYMYM                   | 
PUMN       | EPQRDTY                   | 
PUMD       | MYALTRS                   | 
PUMR       | RSQQAUC                   | 
PUMU       | SQENNDP                   | 
PUMI       | NPIDYIQ                   | 
PUMT       | MRSSMSD                   | 
PUMC       | CSYCTEQ                   | 
PUMP       | AECELIS                   | 
PUMM       | SNPRLQO                   | 
PUMY       | CMAIMEI                   | 
PUMQ       | SRQCCSP                   | 
PUYE       | RMRISND                   | 
PUYA       | YOUTYIE                   | 
PUYO       | YNCLQRM                   | 
PUYL       | OUQIDLC                   | 
PUYS       | ROYCYIO                   | 
PUYN       | IETDLND                   | 
